"skuDisplayName","parentDisplayName","sku","parentSku","itemQty","skuGrossWeight","parentGrossWeight","expectedGrossWeight"
"Katyayani 3in1 100ml x 1","Katyayani 3in1 100ml x 1","K-217","K-217",1,0.11,0.11,
"Katyayani MALATHION 50% EC 1 Ltr x 20","Katyayani MALATHION 50% EC 1 Ltr x 1","K-1101","K-299",20,22,1.1,
"Katyayani neem oil 1 ltr x 1","Katyayani neem oil 1 ltr x 1","K-6560","K-6560",1,1.1,1.1,
"Katyayani 3in1 50ml x 1","Katyayani 3in1 50ml x 1","K-5240","K-5240",1,0.055,0.055,
"Katyayani Spino45 - Spinosad 45 % sc 50ml x 1","Katyayani Spino45 - Spinosad 45 % sc 50ml x 1","K-402","K-402",1,0.055,0.055,
"Katyayani Pyrethrum Extract 25ltr x 1","Katyayani Pyrethrum Extract 25ltr x 1","K-5035","K-5035",1,27.5,27.5,
"Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 250gm x 12","Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 250gm x 1","K-385","K-382",12,3.3,0.275,
"Katyayani Attack CS 1000 ml x 1","Katyayani Attack CS 1000 ml x 1","K-397","K-397",1,1.1,1.1,
"Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 100gm x 1","Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 100gm x 1","K-354","K-354",1,0.11,0.11,
"Katyayani chloropyriphos 20%cs 1 Ltr x 1","Katyayani chloropyriphos 20%cs 1 Ltr x 1","K-273","K-273",1,1.1,1.1,
"Katyayani chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 250 ml x 1","Katyayani chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 250 ml x 1","K-6272","K-6272",1,0.275,0.275,
"Katyayani Thioxam -Thiamethoxam 25 % wg 1 Kg x 3","Katyayani Thioxam -Thiamethoxam 25 % wg 1 Kg x 1","K-370","K-369",3,3.3,1.1,
"Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 250ml x 1","Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 250ml x 1","K-388","K-388",1,0.275,0.275,
"Katyayani chloropyriphos 20%cs 20ltr x 1","Katyayani chloropyriphos 20%cs 20ltr x 1","K-5905","K-5905",1,22,22,
"Katyayani Finish it 100ml x 3","Katyayani Finish it 100ml x 1","K-410","K-409",3,0.33,0.11,
"Katyayani Ashwamedh Diafenthiuron 50% WP 250gm x 12","Katyayani Ashwamedh Diafenthiuron 50% WP 250gm x 1","K-365","K-361",12,3.3,0.275,
"Katyayani Apocalypse - Dinotefuran 20 % SG 100gm x 1","Katyayani Apocalypse - Dinotefuran 20 % SG 100gm x 1","K-416","K-416",1,0.11,0.11,
"Katyayani IMD 178 - Imidacloprid 17.8 % SL 250 ml x 20","Katyayani IMD 178 - Imidacloprid 17.8 % SL 250ml x 1","K-6438","K-336",20,5.5,0.275,
"Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 3","Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 1","K-177","K-176",3,0.099,0.033,
"Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 250gm x 40","Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 250gm x 1","K-387","K-382",40,11,0.275,
"Katyayani Finish it 100ml x 100","Katyayani Finish it 100ml x 1","K-415","K-409",100,11,0.11,
"Katyayani Thiamethoxam 30% FS - Docter 250ml x 3","Katyayani Thiamethoxam 30% FS - Docter 250ml x 1","K-305","K-304",3,0.825,0.275,
"Katyayani Beauveria Bassiana 1 Ltr x 5","Katyayani Beauveria Bassiana 1 Ltr x 1","K-246","K-244",5,5.5,1.1,
"Katyayani neem oil 900ml x 1","Katyayani neem oil 900ml x 1","K-205","K-205",1,0.99,0.99,
"Katyayani BPH Super (Pymetrozine 50 % wg) 150gm x 2","Katyayani BPH Super (Pymetrozine 50 % wg) 150 gm x 1","K-5776","K-5753",2,0.33,0.165,
"Katyayani propoxur 1.0 % 1KG x 1","Katyayani propoxur 1.0 % 1KG x 1","K-5880","K-5880",1,1.1,1.1,
"Katyayani chloropyriphos 20%cs 1 Ltr x 50","Katyayani chloropyriphos 20%cs 1 Ltr x 1","K-277","K-273",50,55,1.1,
"Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 100gm x 10","Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 100gm x 1","K-358","K-354",10,1.1,0.11,
"Katyayani BPH Super (Pymetrozine 50 % wg) 250gm x 1","Katyayani BPH Super (Pymetrozine 50 % wg) 250gm x 1","K-376","K-376",1,0.275,0.275,
"Katyayani Temephos 50 EC 1 Ltr x 100","Katyayani Temephos 50 EC 1 Ltr x 1","K-289","K-284",100,110,1.1,
"Katyayani 3in1 250ml x 4","Katyayani 3in1 250ml x 1","K-222","K-219",4,1.1,0.275,
"Katyayani emamectin benzote 1.9% EC - Ema 19 1 Ltr x 1","Katyayani emamectin benzote 1.9% EC - Ema 19 1 Ltr x 1","K-279","K-279",1,1.1,1.1,
"Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 40 gm x 1","Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 40 gm x 1","K-353","K-353",1,0.044,0.044,
"Katyayani EMA5 - Emamectin benzoate 5 % SG 250gm x 1","Katyayani EMA5 - Emamectin benzoate 5 % SG 250gm x 1","K-318","K-318",1,0.275,0.275,
"Katyayani Attack CS 250ml x 6","Katyayani Attack CS 250ml x 1","K-398","K-395",6,1.65,0.275,
"Katyayani Verticillium lecanii 1 Ltr x 10","Katyayani Verticillium lecanii 1 Ltr x 1","K-251","K-248",10,11,1.1,
"Katyayani MALATHION 50% EC 5 Ltr x 1","Katyayani MALATHION 50% EC 5 Ltr x 1","K-5250","K-5250",1,5.5,5.5,
"Katyayani Apocalypse - Dinotefuran 20 % SG 100gm x 3","Katyayani Apocalypse - Dinotefuran 20 % SG 100gm x 1","K-417","K-416",3,0.33,0.11,
"Katyayani Temephos 50 EC 20ltr x 1","Katyayani Temephos 50 EC 20ltr x 1","K-5853","K-5853",1,22,22,
"Katyayani EMA5 - Emamectin benzoate 5 % SG 1kg x 3","Katyayani EMA5 - Emamectin benzoate 5 % SG 1kg x 1","K-5715","K-5714",3,3.3,1.1,
"Katyayani MALATHION 50% EC 1 Ltr x 2","Katyayani MALATHION 50% EC 1 Ltr x 1","K-300","K-299",2,2.2,1.1,
"Katyayani Imd-70 - Imidacloprid 70 % WG 30 gm x 2","Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 1","K-1064","K-176",2,0.066,0.033,
"Katyayani IMD 178 - Imidacloprid 17.8 % SL 250 ml x 4","Katyayani IMD 178 - Imidacloprid 17.8 % SL 250ml x 1","K-6439","K-336",4,1.1,0.275,
"Katyayani Attack CS 250ml x 2","Katyayani Attack CS 250ml x 1","K-5885","K-395",2,0.55,0.275,
"Katyayani Spino45 - Spinosad 45 % sc 50ml x 2","Katyayani Spino45 - Spinosad 45 % sc 50ml x 1","K-403","K-402",2,0.11,0.055,
"Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 50kg x 1","Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 50kg x 1","K-6164","K-6164",1,55,55,
"Katyayani Thioxam -Thiamethoxam 25 % wg 1 Kg x 10","Katyayani Thioxam -Thiamethoxam 25 % wg 1 Kg x 1","K-372","K-369",10,11,1.1,
"Katyayani EMA5 - Emamectin benzoate 5 % SG 10 gm x 1 ","Katyayani EMA5 - Emamectin benzoate 5 % SG 10 gm x 1 ","K-5104","K-5104",1,0.011,0.011,
"Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 250ml x 40","Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 250ml x 1","K-394","K-388",40,11,0.275,
"Katyayani Spino45 - Spinosad 45 % sc 100ml x 1","Katyayani Spino45 - Spinosad 45 % sc 100ml x 1","K-6039","K-6039",1,0.11,0.11,
"Katyayani SPINO25 - Spinosad 2.5 % SC 100ml x 100","Katyayani SPINO25 - Spinosad 2.5 % SC 100 ml x 1","K-991","K-1245",100,11,0.11,
"Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 100gm x 3","Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 100gm x 1","K-1095","K-354",3,0.33,0.11,
"Katyayani Ashwamedh Diafenthiuron 50% WP 250gm x 20","Katyayani Ashwamedh Diafenthiuron 50% WP 250gm x 1","K-366","K-361",20,5.5,0.275,
"Katyayani Verticillium lecanii 1 Ltr x 3","Katyayani Verticillium lecanii 1 Ltr x 1","K-249","K-248",3,3.3,1.1,
"Katyayani Triple Attack - VBM 1 Ltr x 5","Katyayani Triple Attack - VBM 1 Ltr x 1","K-258","K-256",5,5.5,1.1,
"Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 2","Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 1","K-168","K-167",2,2.2,1.1,
"Katyayani 3in1 900ml x 1","Katyayani 3in1 900ml x 1","K-1241","K-1241",1,0.99,0.99,
"Katyayani Thioxam -Thiamethoxam 25 % wg 250 gm x 7","Katyayani Thioxam -Thiamethoxam 25 % wg 250gm x 1","K-213","K-367",7,1.925,0.275,
"Katyayani FANTASY Fipronil 5 % SC Insecticide 250ml x 20","Katyayani FANTASY Fipronil 5 % SC Insecticide 250ml x 1","K-348","K-344",20,5.5,0.275,
"Katyayani Ashwamedh Diafenthiuron 50% WP 25gm x 1","Katyayani Ashwamedh Diafenthiuron 50% WP 25gm x 1","K-5177","K-5177",1,0.0275,0.0275,
"Katyayani K-Acepro 250gm x 10","Katyayani K-Acepro 250gm x 1","K-192","K-188",10,2.75,0.275,
"Katyayani BT Bio Larvicide liquid 1Ltr x 2","Katyayani BT Bio Larvicide liquid 1 Ltr x 1","K-5286","K-420",2,2.2,1.1,
"Katyayani FANTASY Fipronil 5 % SC Insecticide 250ml x 40","Katyayani FANTASY Fipronil 5 % SC Insecticide 250ml x 1","K-349","K-344",40,11,0.275,
"Katyayani Sporothrix Fungorum 1 Ltr x 5","Katyayani Sporothrix Fungorum 1 Ltr x 1","K-242","K-240",5,5.5,1.1,
"Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 250gm x 20","Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 250gm x 1","K-386","K-382",20,5.5,0.275,
"Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 250ml x 2","Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 250ml x 1","K-389","K-388",2,0.55,0.275,
"Katyayani Attack CS 250ml x 12","Katyayani Attack CS 250ml x 1","K-399","K-395",12,3.3,0.275,
"Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 100gm x 8","Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 100gm x 1","K-357","K-354",8,0.88,0.11,
"Katyayani Verticillium lecanii 100ml x 1","Katyayani Verticillium lecanii 100ml x 1","K-6578","K-6578",1,0.11,0.11,
"Katyayani DIMETHOATE 30% EC 1 Ltr x 50","Katyayani DIMETHOATE 30% EC 1 Ltr x 1","K-294","K-290",50,55,1.1,
"Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 250ml x  6","Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 250ml x 1","K-391","K-388",6,1.65,0.275,
"Katyayani Finish it 100ml x 50","Katyayani Finish it 100ml x 1","K-414","K-409",50,5.5,0.11,
"Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 500gm  x 1","Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 500gm  x 1","K-5718","K-5718",1,0.55,0.55,
"Katyayani SPINO25 - Spinosad 2.5 % SC 250ML X 1","Katyayani SPINO25 - Spinosad 2.5 % SC 250ML X 1","K-5985","K-5985",1,0.275,0.275,
"Katyayani Triple Attack - VBM 1 ltr x 2","Katyayani Triple Attack - VBM 1 Ltr x 1","K-6567","K-256",2,2.2,1.1,
"Katyayani 3in1 250ml x 1","Katyayani 3in1 250ml x 1","K-219","K-219",1,0.275,0.275,
"Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 30","Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 1","K-1125","K-176",30,0.99,0.033,
"Katyayani K-Acepro 20 gm x 1","Katyayani K-Acepro 20 gm x 1","K-6382","K-6382",1,0.022,0.022,
"Katyayani K-Acepro 250gm x 3","Katyayani K-Acepro 250gm x 1","K-189","K-188",3,0.825,0.275,
"Katyayani EMA5 - Emamectin benzoate 5 % SG 5 gm x 1","Katyayani EMA5 - Emamectin benzoate 5 % SG 5 gm x 1","K-6361","K-6361",1,0.0055,0.0055,
"Katyayani Thioxam -Thiamethoxam 25 % wg 250GM x 5","Katyayani Thioxam -Thiamethoxam 25 % wg 250gm x 1","K-5903","K-367",5,1.375,0.275,
"Katyayani EMA5 - Emamectin benzoate 5 % SG 250gm x 3","Katyayani EMA5 - Emamectin benzoate 5 % SG 250gm x 1","K-319","K-318",3,0.825,0.275,
"Katyayani EMA5 - Emamectin benzoate 5 % SG 250gm x 40","Katyayani EMA5 - Emamectin benzoate 5 % SG 250gm x 1","K-323","K-318",40,11,0.275,
"Katyayani IMD 178 - Imidacloprid 17.8 % SL 250ml x 3","Katyayani IMD 178 - Imidacloprid 17.8 % SL 250ml x 1","K-337","K-336",3,0.825,0.275,
"Katyayani Ashwamedh Diafenthiuron 50% WP 100gm x 1","Katyayani Ashwamedh Diafenthiuron 50% WP 100gm x 1","K-5793","K-5793",1,0.11,0.11,
"Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 1 ltr x 5","Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 1 ltr x 1","K-6611","K-6502",5,5.5,1.1,
"Katyayani K-Acepro 250gm x 20","Katyayani K-Acepro 250gm x 1","K-193","K-188",20,5.5,0.275,
"Katyayani IMD 178 - Imidacloprid 17.8 % SL 1 Ltr x 5","Katyayani IMD 178 - Imidacloprid 17.8 % SL 1 Ltr x 1","K-341","K-338",5,5.5,1.1,
"Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 500ml x 4","Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 500ml x 1","K-5897","K-6021",4,2.2,0.55,
"Katyayani Spino45 - Spinosad 45 % sc 5 Ltr x 1","Katyayani Spino45 - Spinosad 45 % sc 5 Ltr x 1","K-6030","K-6030",1,5.5,5.5,
"Katyayani 3in1 250ml x 6","Katyayani 3in1 250ml x 1","K-5884","K-219",6,1.65,0.275,
"Katyayani Ashwamedh Diafenthiuron 50% WP 250gm x 4","Katyayani Ashwamedh Diafenthiuron 50% WP 250gm x 1","K-363","K-361",4,1.1,0.275,
"Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 1 ltr x 1","Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 1 ltr x 1","K-6502","K-6502",1,1.1,1.1,
"Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 6","Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 1","K-1065","K-176",6,0.198,0.033,
"Katyayani Sporothrix Fungorum 1 Ltr x 10","Katyayani Sporothrix Fungorum 1 Ltr x 1","K-243","K-240",10,11,1.1,
"Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 5 gm x 1","Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 5 gm x 1","K-6379","K-6379",1,0.0055,0.0055,
"Katyayani BPH Super (Pymetrozine 50 % wg) 250gm x 4","Katyayani BPH Super (Pymetrozine 50 % wg) 250gm x 1","K-378","K-376",4,1.1,0.275,
"Katyayani Apocalypse - Dinotefuran 20 % SG 100gm x 4","Katyayani Apocalypse - Dinotefuran 20 % SG 100gm x 1","K-6681","K-416",4,0.44,0.11,
"Katyayani IMD 178 - Imidacloprid 17.8 % SL 250 ml x 12","Katyayani IMD 178 - Imidacloprid 17.8 % SL 250ml x 1","K-6440","K-336",12,3.3,0.275,
"Katyayani IMD 178 - Imidacloprid 17.8 % SL 1 Ltr x 3","Katyayani IMD 178 - Imidacloprid 17.8 % SL 1 Ltr x 1","K-340","K-338",3,3.3,1.1,
"Katyayani 3in1 250ml x 3","Katyayani 3in1 250ml x 1","K-10507","K-219",3,0.825,0.275,
"Katyayani FANTASY Fipronil 5 % SC Insecticide 250ml x 4","Katyayani FANTASY Fipronil 5 % SC Insecticide 250ml x 1","K-346","K-344",4,1.1,0.275,
"Katyayani BPH Super (Pymetrozine 50 % wg) 1 Kg x 1","Katyayani BPH Super (Pymetrozine 50 % wg) 1 Kg x 1","K-6631","K-6631",1,1.1,1.1,
"Katyayani imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 1","Katyayani imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 1","K-184","K-184",1,1.1,1.1,
"Katyayani EMA5 - Emamectin benzoate 5 % SG 25 kg x 1","Katyayani EMA5 - Emamectin benzoate 5 % SG 25 kg x 1","K-6317","K-6317",1,27.5,27.5,
"Katyayani Finish it 100ml x 32","Katyayani Finish it 100ml x 1","K-413","K-409",32,3.52,0.11,
"Katyayani Apocalypse - Dinotefuran 20 % SG 100gm x 14","Katyayani Apocalypse - Dinotefuran 20 % SG 100gm x 1","K-419","K-416",14,1.54,0.11,
"Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 10 kg x 1","Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 10 kg x 1","K-6075","K-6075",1,11,11,
"Katyayani Thioxam -Thiamethoxam 25 % wg 1 Kg x 1","Katyayani Thioxam -Thiamethoxam 25 % wg 1 Kg x 1","K-369","K-369",1,1.1,1.1,
"Katyayani neem oil 20 LTR X 1","Katyayani neem oil 20 LTR X 1","K-6224","K-6224",1,22,22,
"Katyayani Spino45 - Spinosad 45 % sc 50ml x 20","Katyayani Spino45 - Spinosad 45 % sc 50ml x 1","K-405","K-402",20,1.1,0.055,
"Katyayani Spino45 - Spinosad 45 % sc 250ml x 1","Katyayani Spino45 - Spinosad 45 % sc 250ml x 1","K-6005","K-6005",1,0.275,0.275,
"Katyayani Sporothrix Fungorum 100ml x 1","Katyayani Sporothrix Fungorum 100ml x 1","K-6073","K-6073",1,0.11,0.11,
"Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 500ml x 1","Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 500ml x 1","K-6021","K-6021",1,0.55,0.55,
"Katyayani neem oil 25 ltr x 1","Katyayani neem oil 25 ltr x 1","K-6417","K-6417",1,27.5,27.5,
"Katyayani emamectin benzote 1.9% EC - Ema 19 20 ml x 1","Katyayani emamectin benzote 1.9% EC - Ema 19 20 ml x 1","K-6378","K-6378",1,0.022,0.022,
"Katyayani EMA5 - Emamectin benzoate 5 % SG 250gm x 12","Katyayani EMA5 - Emamectin benzoate 5 % SG 250gm x 1","K-321","K-318",12,3.3,0.275,
"Katyayani Pyrethrum Extract 1 Ltr X 16","Katyayani Pyrethrum Extract 1Ltr x 1","K-1214","K-173",16,17.6,1.1,
"Katyayani Metarhizium anisopliae 1 Ltr x 5","Katyayani Metarhizium anisopliae 1 Ltr x 1","K-254","K-252",5,5.5,1.1,
"Katyayani Beauveria Bassiana 1 Ltr x 1","Katyayani Beauveria Bassiana 1 Ltr x 1","K-244","K-244",1,1.1,1.1,
"Katyayani EMA5 - Emamectin benzoate 5 % SG 100 gm x 2","Katyayani EMA5 - Emamectin benzoate 5 % SG 100gm x 1","K-6564","K-317",2,0.22,0.11,
"Katyayani FANTASY Fipronil 5 % SC Insecticide 250ml x 1","Katyayani FANTASY Fipronil 5 % SC Insecticide 250ml x 1","K-344","K-344",1,0.275,0.275,
"Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 1kg x 5","Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 1kg x 1","K-5721","K-5719",5,5.5,1.1,
"Katyayani emamectin benzote 1.9% EC - Ema 19 1 Ltr x 10","Katyayani emamectin benzote 1.9% EC - Ema 19 1 Ltr x 1","K-282","K-279",10,11,1.1,
"Katyayani imida 30.5 - Imidacloprid 30.5 % SC 100ml x 1","Katyayani imida 30.5 - Imidacloprid 30.5 % SC 100ml x 1","K-181","K-181",1,0.11,0.11,
"Katyayani emamectin benzote 1.9% EC - Ema 19 1 Ltr x 5","Katyayani emamectin benzote 1.9% EC - Ema 19 1 Ltr x 1","K-281","K-279",5,5.5,1.1,
"Katyayani BPH Super (Pymetrozine 50 % wg) 500gm x 1","Katyayani BPH Super (Pymetrozine 50 % wg) 500gm x 1","K-375","K-375",1,0.55,0.55,
"Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 500gm x 10","Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 500gm  x 1","K-5722","K-5718",10,5.5,0.55,
"Katyayani Temephos 50 EC 25 ltr x 1","Katyayani Temephos 50 EC 25 ltr x 1","K-6314","K-6314",1,27.5,27.5,
"Katyayani Thioxam -Thiamethoxam 25 % wg 100GM X 1","Katyayani Thioxam -Thiamethoxam 25 % wg 100GM X 1","K-5826","K-5826",1,0.11,0.11,
"Katyayani K-Acepro 5 Kg x 4","K-Acepro ( Acetamiprid 20% sp ) 5 Kg x 1","K-194","K-7386",4,22,5.5,
"Katyayani Thioxam -Thiamethoxam 25 % wg 40 kg x 1","Katyayani Thioxam -Thiamethoxam 25 % wg 40 kg x 1","K-6338","K-6338",1,44,44,
"Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 250gm x 4","Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 250gm x 1","K-384","K-382",4,1.1,0.275,
"Katyayani IMD 178 - Imidacloprid 17.8 % SL 250ml x 2","Katyayani IMD 178 - Imidacloprid 17.8 % SL 250ml x 1","K-1100","K-336",2,0.55,0.275,
"Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 1kg x 1","Katyayani emathio (Emamectin benzoate 3 % thiamethoxam 12 % wg) 1kg x 1","K-5719","K-5719",1,1.1,1.1,
"Katyayani Snake Repellant 900gm x 5","Katyayani Snake Repellant 900gm x 1 ","K-408","K-406",5,4.95,0.99,
"Katyayani Beauveria Bassiana 1 Ltr x 3","Katyayani Beauveria Bassiana 1 Ltr x 1","K-245","K-244",3,3.3,1.1,
"Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 1 ltr x 10","Katyayani chakrawarti (Thiamethoxam 12.6 % lambda cyhalothrin 9.5 % zc) 1 ltr x 1","K-6612","K-6502",10,11,1.1,
"Katyayani Spino45 - Spinosad 45 % sc 10ml x 1","Katyayani Spino45 - Spinosad 45 % sc 10ml x 1","K-993","K-993",1,0.011,0.011,
"Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 120gm x 1","Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 120gm x 1","K-5910","K-5910",1,0.132,0.132,
"Katyayani Spino45 - Spinosad 45 % sc 50ml x 10","Katyayani Spino45 - Spinosad 45 % sc 50ml x 1","K-404","K-402",10,0.55,0.055,
"Katyayani Deltamethrin 1.25 ULV 1Ltr x 3","Katyayani Deltamethrin 1.25 ULV 1 ltr x 1","K-5675","K-214",3,3.3,1.1,
"Katyayani Snake Repellant 900gm x 2","Katyayani Snake Repellant 900gm x 1 ","K-407","K-406",2,1.98,0.99,
"Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 250ml x 1","Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 250ml x 1","K-5751","K-5751",1,0.275,0.275,
"Katyayani SPINO25 - Spinosad 2.5 % SC 100ml x 10","Katyayani SPINO25 - Spinosad 2.5 % SC 100 ml x 1","K-401","K-1245",10,1.1,0.11,
"Katyayani imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 3","Katyayani imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 1","K-185","K-184",3,3.3,1.1,
"Katyayani imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 5","Katyayani imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 1","K-186","K-184",5,5.5,1.1,
"Katyayani Temephos 50 EC 1 Ltr x 1","Katyayani Temephos 50 EC 1 Ltr x 1","K-284","K-284",1,1.1,1.1,
"Katyayani Thiamethoxam 30% FS - Docter 250ml x 200","Katyayani Thiamethoxam 30% FS - Docter 250ml x 1","K-309","K-304",200,55,0.275,
"Katyayani MALATHION 50% EC 500 ml x 1","Katyayani MALATHION 50% EC 500 ml x 1","K-6370","K-6370",1,0.55,0.55,
"Katyayani Ashwamedh Diafenthiuron 50% WP 250gm x 1","Katyayani Ashwamedh Diafenthiuron 50% WP 250gm x 1","K-361","K-361",1,0.275,0.275,
"Katyayani imida 30.5 - Imidacloprid 30.5 % SC 200ml x 1","Katyayani imida 30.5 - Imidacloprid 30.5 % SC 200ml x 1","K-1068","K-1068",1,0.22,0.22,
"Katyayani Temephos 50 EC 1 Ltr x 2","Katyayani Temephos 50 EC 1 Ltr x 1","K-285","K-284",2,2.2,1.1,
"Katyayani FANTASY Fipronil 5 % SC Insecticide 250ml x 3","Katyayani FANTASY Fipronil 5 % SC Insecticide 250ml x 1","K-345","K-344",3,0.825,0.275,
"Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 40gm x 40","Katyayani nashak (Fipronil 40% + Imidacloprid 40%) 40 gm x 1","K-1213","K-353",40,1.76,0.044,
"Katyayani SPINO25 - Spinosad 2.5 % SC 100 ml x 4","Katyayani SPINO25 - Spinosad 2.5 % SC 100 ml x 1","K-992","K-1245",4,0.44,0.11,
"Katyayani Finish it 1ltr x 1","Katyayani Finish it 1ltr x 1","K-1332","K-1332",1,1.1,1.1,
"Katyayani Triple Attack - VBM 100 ml x 1","Katyayani Triple Attack - VBM 100 ml x 1","K-6388","K-6388",1,0.11,0.11,
"Katyayani FENZAQUIN 10% EC 100ml x 1","Katyayani FENZAQUIN 10% EC 100ml x 1","K-295","K-295",1,0.11,0.11,
"Katyayani BPH Super (Pymetrozine 50 % wg) 250gm x 2","Katyayani BPH Super (Pymetrozine 50 % wg) 250gm x 1","K-377","K-376",2,0.55,0.275,
"Katyayani Ashwamedh Diafenthiuron 50% WP 250gm x 3","Katyayani Ashwamedh Diafenthiuron 50% WP 250gm x 1","K-362","K-361",3,0.825,0.275,
"Katyayani BPH Super (Pymetrozine 50 % wg) 500gm x 4","Katyayani BPH Super (Pymetrozine 50 % wg) 500gm x 1","K-5207","K-375",4,2.2,0.55,
"Katyayani neem oil 400ml x 1","Katyayani neem oil 400ml x 1","K-204","K-204",1,0.44,0.44,
"Katyayani DIMETHOATE 30% EC 1 Ltr x 2","Katyayani DIMETHOATE 30% EC 1 Ltr x 1","K-291","K-290",2,2.2,1.1,
"Katyayani FANTASY Fipronil 5 % SC Insecticide 1ltr x 1","Katyayani FANTASY Fipronil 5 % SC Insecticide 1ltr x 1","K-6053","K-6053",1,1.1,1.1,
"Katyayani Fluopyrum 34.48% SC 100ml x 1","Katyayani Fluopyrum 34.48% SC 100ml x 1","K-297","K-297",1,0.11,0.11,
"Katyayani Finish it 250ml x 1","Katyayani Finish it 250ml x 1","K-6057","K-6057",1,0.275,0.275,
