category,mongodb_category,sub_category,mongodb_sub_category,sku,parentSku,bulk,mongodb_bulk,variant_name,mongodb_variant_name,displayName,mongodb_displayName,grossWeight,mongodb_grossWeight,netWeight,mongodb_netWeight,itemQty,mongodb_itemQty
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-482,K-482,BK-490,BK-490,500ml x 1,500ml x 1,HEXA 5 PLUS (HEXACONAZOLE 5% SC) 500ml x 1,Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 500ml x 1,0.55,0.55,0.5,0.5,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-259,K-256,BK-862,BK-862,1 Ltr x 10,1 Ltr x 10,Triple Attack - VBM 1 Ltr x 10,Katyayani Triple Attack - VBM 1 Ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-582,K-577,BK-499,BK-499,250ml x 20,250ml x 20,DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 20,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 20,5.5,5.5,5,5,20,20
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-484,K-483,BK-490,BK-490,1000ml x 5,1000ml x 5,HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 5,Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-558,K-554,BK-632,BK-632,1 Kg x 10,1 Kg x 10,Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 10,Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 10,11,11,10,10,10,10
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-6896,K-458,BK-546,BK-546,1 ltr x 2,1 ltr x 2,Trichoderma viride 1 ltr x 2,Katyayani Trichoderma viride 1 ltr x 2,2.2,2.2,2,2,2,2
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-90,K-89,BK-918,BK-918,1 Ltr x 3,1 Ltr x 3,Potash Mobilizing Bacteria 1 Ltr x 3,Katyayani Potash Mobilizing Bacteria 1 Ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-499,K-495,BK-60,BK-60,250ml x 12,250ml x 12,Azoxy (Azoxystrobin 23 % sc) 250ml x 12,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 12,3.3,3.3,3,3,12,12
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1141,K-554,BK-632,BK-632,1 Kg X 2,1 Kg X 2,Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg X 2,Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg X 2,2.2,2.2,2,2,2,2
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6901,K-97,BK-902,BK-902,1 Ltr x 2,1 Ltr x 2,Sulphur & Iron Bacteria 1 Ltr x 2,Katyayani Sulphur & Iron Bacteria 1 Ltr x 2,2.2,2.2,2,2,2,2
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-461,K-458,BK-546,BK-546,1 ltr x 10,1 ltr x 10,Trichoderma viride 1 ltr x 10,Katyayani Trichoderma viride 1 ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-476,K-474,BK-870,BK-870,1 ltr x 5,1 ltr x 5,Paecilomyces Lilacinus 1 ltr x 5,Katyayani Paecilomyces Lilacinus 1 ltr x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6641,K-6641,BK-06,BK-06,10 kg x 1,10 kg x 1,Copper Sulphate 10 kg x 1,Katyayani Copper Sulphate 10 kg x 1,11,11,10,10,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-254,K-252,BK-992,BK-992,1 Ltr x 5,1 Ltr x 5,Metarhizium anisopliae 1 Ltr x 5,Katyayani Metarhizium anisopliae 1 Ltr x 5,5.5,5.5,5,5,5,5
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-87,K-85,BK-790,BK-790,1 Ltr x 5,1 Ltr x 5,Phosphate Solubilizing Bacteria 1 Ltr x 5,Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 5,5.5,5.5,5,5,5,5
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-241,K-240,BK-622,BK-622,1 Ltr x 3,1 Ltr x 3,Sporothrix Fungorum 1 Ltr x 3,Katyayani Sporothrix Fungorum 1 Ltr x 3,3.3,3.3,3,3,3,3
other Products,other Products,Other Product,Other Product,G-756,G-756,BK-609,BK-609,227gm x 1,227gm  x1,Calcium phosphate Tribasic 227gm x 1,Calcium phosphate Tribasic227gm x1,0.227,0.227,0.227,0.227,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-465,K-462,BK-996,BK-996,1 ltr x 10,1 ltr x 10,Trichoderma harzianum 1 ltr x 10,Katyayani Trichoderma harzianum 1 ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-6911,K-6911,BK-554,BK-554,100 gm x 1,100 gm x 1,BACILLUS SUPP 2% AS Powder 100 gm x 1,Katyayani BACILLUS SUPP 2% AS Powder 100 gm x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5639,K-521,BK-144,BK-144,400gm x 5,400gm x 5,Meta-manco 400gm x 5,Katyayani Meta-manco 400gm x 5,2.2,2.2,2,2,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6764,K-6764,BK-467,BK-467,25 kg x 1,25 kg x 1,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 25 kg x 1,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 25 kg x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1216,K-554,BK-632,BK-632,1 Kg x 50,1 Kg x 50,Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 50,Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 50,55,55,50,50,50,50
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5634,K-5824,BK-995,BK-995,250ml x 4,250ml x 4,Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 4,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 4,1.1,1.1,1,1,4,4
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-578,K-577,BK-499,BK-499,250ml x 3,250ml x 3,DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 3,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 3,0.825,0.825,0.75,0.75,3,3
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6739,K-6739,BK-903,BK-903,25 Ltr x 1,25 Ltr x 1,compost activator 25 Ltr x 1,Katyayani compost activator 25 Ltr x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6807,K-6805,BK-475,BK-475,100ml x 3,100ml x 3,Boost (Propiconazole 25 % EC) 100ml x 3,Katyayani Boost (Propiconazole 25 % EC) 100ml x 3,0.33,0.33,0.3,0.3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-537,K-533,BK-47,BK-47,250gm x 12,250gm x 12,KTM (THIOPHANATE METHYL 70% WP) 250gm x 12,Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 12,3.3,3.3,3,3,12,12
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-475,K-474,BK-870,BK-870,1 ltr x 3,1 ltr x 3,Paecilomyces Lilacinus 1 ltr x 3,Katyayani Paecilomyces Lilacinus 1 ltr x 3,3.3,3.3,3,3,3,3
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5169,K-5167,BK-901,BK-901,1 kg x 5,1 kg x 5,Verticillium Lecanii Bio Insecticide Powder 1 kg x 5,Katyayani Verticillium Lecanii Bio Insecticide Powder 1 kg x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-7035,K-7035,BK-475,BK-475,1 Litre x 1,1 Litre x 1,Boost (Propiconazole 25 % EC) 1 Litre x 1,Katyayani Boost (Propiconazole 25 % EC) 1 Litre x 1,1.1,1.1,1,1,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6846,K-6846,BK-862,BK-862,5 Ltr x 1,5 Ltr x 1,Triple Attack - VBM 5 Ltr x 1,Katyayani Triple Attack - VBM 5 Ltr x 1,5.5,5.5,5,5,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1344,K-1338,BK-527,BK-527,250gm x 40,250gm x 40,Chlorothalonil 75% wp 250gm x 40,Katyayani Chlorothalonil 75% wp 250gm x 40,11,11,10,10,40,40
Seeds,Seeds,Seeds,Seeds,G-692,G-692,BK-164,BK-164,1 gm x 1,1 gm x 1,Zinnia Lilliput Mix Seeds (1 gm) 1 gm x 1,Katyayani Zinnia Lilliput Mix Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-91,K-89,BK-918,BK-918,1 Ltr x 5,1 Ltr x 5,Potash Mobilizing Bacteria 1 Ltr x 5,Katyayani Potash Mobilizing Bacteria 1 Ltr x 5,5.5,5.5,5,5,5,5
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-89,K-89,BK-918,BK-918,1 Ltr x 1,1 Ltr x 1,Potash Mobilizing Bacteria 1 Ltr x 1,Katyayani Potash Mobilizing Bacteria 1 Ltr x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5259,K-5254,BK-146,BK-146,150ML x 20,150ML x 20,thifluzamide 24% SC Peter 150ML x 20,Katyayani thifluzamide  Peter 150ML x 20,3.3,3.3,3,3,20,20
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5159,K-5159,BK-468,BK-468,1 kg x 1,1 kg x 1 ,BT Bio Larvicide Powder 1 kg x 1,Katyayani BT Bio Larvicide Powder 1 kg x 1 ,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-71,K-69,BK-917,BK-917,1 Ltr x 5,1 Ltr x 5,Rhizobium spp 1 Ltr x 5,Katyayani Rhizobium spp 1 Ltr x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-497,K-495,BK-60,BK-60,250ml x 4,250ml x 4,Azoxy (Azoxystrobin 23 % sc) 250ml x 4,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 4,1.1,1.1,1,1,4,4
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1246,K-1246,BK-475,BK-475,100ml x 1,100ml x 1,Boost (Propiconazole 25 % EC) 100ml x 1,Katyayani Boost (Propiconazole 25 % EC) 100ml x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-433,K-433,BK-475,BK-475,250ml x 1,250ml x 1,Boost (Propiconazole 25 % EC) 250ml x 1,Katyayani Boost (Propiconazole 25 % EC) 250ml x 1,0.275,0.275,0.25,0.25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6765,K-6765,BK-45,BK-45,25 kg x 1,25 kg x 1,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 25 kg x 1,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 25 kg x 1,27.5,27.5,25,25,1,1
Fertilizer,Fertilizer,Bio Stimulant,Bio Stimulant,K-144,K-142,BK-5830,BK-5830,1 Ltr x 5,1 Ltr x 5,Bhannat Biostimulant 1 Ltr x 5,Katyayani Bhannat Biostimulant 1 Ltr x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-471,K-470,BK-867,BK-867,1 ltr x 3,1 ltr x 3,Pseudomonas fluorescence 1 ltr x 3,Katyayani Pseudomonas fluorescence 1 ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-485,K-483,BK-490,BK-490,1000ml x 10,1000ml x 10,HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 10,Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 10,11,11,10,10,10,10
Pesticide,Pesticide,Bio Pesticides,Bio Pesticides,K-6009,K-6009,BK-515,BK-515,1 ltr x 1,1 ltr x 1,Mosquito Larvicidal Oil 1 ltr x 1,Katyayani Mosquito Larvicidal Oil 1 ltr x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5904,K-5904,BK-46,BK-46,50kg x 1,50kg x 1,COC (Copper Oxychloride 50% WP) 50kg x 1,Katyayani COC (Copper Oxychloride 50% WP) 50kg x 1,55,55,50,50,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1392,K-1387,BK-145,BK-145,100gm x 36,100gm x 36,Plantivo - Tebuconazole 50% + Trifloxystrobin 25% WG 100gm x 36,Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100gm x 36,3.96,3.96,3.6,3.6,36,36
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5257,K-5254,BK-146,BK-146,150ML x 6,150ML x 6,thifluzamide 24% SC Peter 150ML x 6,Katyayani thifluzamide  Peter 150ML x 6,0.99,0.99,0.9,0.9,6,6
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-95,K-93,BK-998,BK-998,1 Ltr x 5,1 Ltr x 5,Zinc Solubiilizing Bacteria 1 Ltr x 5,Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 5,5.5,5.5,5,5,5,5
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5952,K-5952,BK-468,BK-468,100 gm x 1,100 gm x 1,BT Bio Larvicide Powder 100 gm x 1,Katyayani BT Bio Larvicide Powder 100 gm x 1,0.11,0.11,0.1,0.1,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5286,K-420,BK-468,BK-468,1Ltr x 2,1Ltr x 2,BT Bio Larvicide liquid 1Ltr x 2,Katyayani BT Bio Larvicide liquid 1Ltr x 2,2.2,2.2,2,2,2,2
Seeds,Seeds,Seeds,Seeds,G-701,G-701,BK-173,BK-173,1 gm x 1,1 gm x 1,Calendula Seeds (1 gm) 1 gm x 1,Katyayani Calendula Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6145,K-6145,BK-03,BK-03,25kg x 1,25kg x 1,dismiss (Dimethomorph 50% WP) 25kg x 1,Katyayani dismiss (Dimethomorph 50% WP) 25kg x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1250,K-1250,BK-43,BK-43,400gm x 1,400gm x 1,PROPI - Propineb 70% WP 400gm x 1,Katyayani PROPI - Propineb 70% WP 400gm x 1,0.44,0.44,0.4,0.4,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6773,K-6773,BK-03,BK-03,800 gm x 1,800 gm x 1,dismiss (Dimethomorph 50% WP) 800 gm x 1,Katyayani dismiss (Dimethomorph 50% WP) 800 gm x 1,0.88,0.88,0.8,0.8,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5405,K-5405,BK-526,BK-526,1 kg x 1,1 kg x 1 ,Bio Npk consortia powder 1 kg x 1,Katyayani Bio Npk consortia powder 1 kg x 1 ,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6386,K-6386,BK-144,BK-144,25 gm x 1,25 gm x 1,Meta-manco 25 gm x 1,Katyayani Meta-manco 25 gm x 1,0.0275,0.0275,0.025,0.025,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6900,K-93,BK-998,BK-998,1 Ltr x 2,1 Ltr x 2,Zinc Solubiilizing Bacteria 1 Ltr x 2,Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 2,2.2,2.2,2,2,2,2
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-467,K-466,BK-817,BK-817,1 ltr x 3,1 ltr x 3,Ampelomyces quisqualis 1 ltr x 3,Katyayani Ampelomyces quisqualis 1 ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-540,K-540,BK-45,BK-45,500 gm x 1,500 gm x 1,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500 gm x 1,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500 gm x 1,0.55,0.55,0.5,0.5,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-7194,K-7194,BK-546,BK-546,5 ltr x 1,5 ltr x 1,Trichoderma viride 5 ltr x 1,Trichoderma viride 5 Litre  (5 ltr x 1),5.5,5.5,5,5,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5814,K-5810,BK-06,BK-06,470g x 20,470g x 20,Copper Sulphate 470g x 20,Katyayani Copper Sulphate 470g x 20,10.34,10.34,9.4,9.4,20,20
Seeds,Seeds,Seeds,Seeds,G-656,G-656,BK-220,BK-220,1.5 gm x 1,1.5 gm x 1,Bottlegourd Seeds (Long)_Vegitable Seed 1.5 gm x 1,Katyayani Bottlegourd Seeds (Long)_Vegitable Seed 1.5 gm x 1,0.0015,0.0015,0.0015,0.0015,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1391,K-1387,BK-145,BK-145,100 gm x 18,100 gm x 18,Plantivo - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 18,Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 18,1.98,1.98,1.8,1.8,18,18
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5783,K-540,BK-45,BK-45,500gm x 6,500gm x 6,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm x 6,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm x 6,3.3,3.3,3,3,6,6
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6713,K-6713,BK-860,BK-860,25ltr x 1,25ltr x 1,Liquid Consortia - Bio NPK 25ltr x 1,Katyayani Liquid Consortia - Bio NPK 25ltr x 1,27.5,27.5,25,25,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6908,K-6908,BK-860,BK-860,100ml x 1,100ml x 1,Liquid Consortia - Bio NPK 100ml x 1,Katyayani Liquid Consortia - Bio NPK 100ml x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-553,K-553,BK-632,BK-632,500gm x 1,500gm x 1,Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 500gm x 1,Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 500gm x 1,0.55,0.55,0.5,0.5,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5277,K-1153,BK-45,BK-45,100gm x 50,100gm x 50,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 100gm x 50,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 100gm x 50,5.5,5.5,5,5,50,50
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6798,K-6219,BK-472,BK-472,1 Ltr x 8,1 Ltr x 8,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 Ltr x 8,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 8,8.8,8.8,8,8,8,8
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1135,K-547,BK-467,BK-467,500Gm x 2,500Gm x 2,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500Gm x 2,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500Gm x 2,1.1,1.1,1,1,2,2
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-981,K-981,BK-09,BK-09,900gm x 1,900gm x 1,MYCORRHIZA 900gm x 1,Katyayani MYCORRHIZA 900gm x 1,0.99,0.99,0.9,0.9,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6897,K-252,BK-992,BK-992,1 Ltr x 2,1 Ltr x 2,Metarhizium Anisopliae 1 Ltr x 2,Katyayani Metarhizium Anisopliae 1 Ltr x 2,2.2,2.2,2,2,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6479,K-1190,BK-45,BK-45,250 gm x 40,250 gm x 40,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250 gm x 40,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250 gm x 40,11,11,10,10,40,40
Seeds,Seeds,Seeds,Seeds,G-632,G-576,BK-217,BK-217,5gm x 3,5gm x 3,beetroot _Vegetable seeds 5gm x 3,Katyayani beetroot _Vegetable seeds 5gm x 3,0.015,0.015,0.015,0.015,3,3
Seeds,Seeds,Seeds,Seeds,G-695,G-695,BK-167,BK-167,1 gm x 1,1 gm x 1,Balsam Mix Seeds (1 gm) 1 gm x 1,Katyayani Balsam Mix Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1390,K-1387,BK-145,BK-145,100 gm x 9,100 gm x 9,Plantivo - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 9,Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 9,0.99,0.99,0.9,0.9,9,9
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5370,K-5370,BK-863,BK-863,1kg x 1,1kg x 1,VAM (Vesicular Arbuscular Mycorrhiza) 1kg x 1,Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1kg x 1,1.1,1.1,1,1,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5798,K-5798,BK-859,BK-859,100gm x 1,100gm x 1,Metarhizium Anisopliae Bio Insecticide Powder 100gm x 1,Katyayani Metarhizium Anisopliae Bio Insecticide Powder 100gm x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-581,K-577,BK-499,BK-499,250ml x 12,250ml x 12,DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 12,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 12,3.3,3.3,3,3,12,12
Seeds,Seeds,Seeds,Seeds,G-653,G-653,BK-202,BK-202,10.8 gm x 1,10.8 gm x 1,Sweet Pea Royal Mix Seeds flowering seeds 10.8 gm x 1,Katyayani Sweet Pea Royal Mix Seeds flowering seeds 10.8 gm x 1,0.0108,0.0108,0.0108,0.0108,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6349,K-6349,BK-467,BK-467,1 kg x 1,1 kg x 1,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 1 kg x 1,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 1 kg x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5402,K-5401,BK-493,BK-493,1Ltr x 3,1Ltr x 3,BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 3,Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 3,3.3,3.3,3,3,3,3
Seeds,Seeds,Seeds,Seeds,G-698,G-698,BK-170,BK-170,1 gm x 1,1 gm x 1,Morning Glory seeds/ ipomoea (1 gm) 1 gm x 1,Katyayani Morning Glory seeds/ ipomoea (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-498,K-495,BK-60,BK-60,250ml x 7,250ml x 7,Azoxy (Azoxystrobin 23 % sc) 250ml x 7,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 7,1.925,1.925,1.75,1.75,7,7
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-509,K-508,BK-473,BK-473,250ml x 3,250ml x 3,Difenoconazole 25% EC - CONCOR 250ml x 3,Katyayani Concor 250ml x 3,0.825,0.825,0.75,0.75,3,3
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5680,K-5680,BK-543,BK-543,4kg x 1,4kg x 1 ,BHUMIRAJA (MYCORRHIZA) 4kg x 1,Katyayani BHUMIRAJA (MYCORRHIZA) 4kg x 1 ,4.4,4.4,4,4,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-101,K-101,BK-903,BK-903,1 Ltr x 1,1 Ltr x 1,compost activator 1 Ltr x 1,Katyayani compost activator 1 Ltr x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-108,K-105,BK-860,BK-860,1 Ltr x 10,1 Ltr x 10,Liquid Consortia - Bio NPK 1 Ltr x 10,Katyayani Liquid Consortia - Bio NPK 1 Ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6165,K-6165,BK-144,BK-144,1kg x 1,1kg x 1,Meta-manco 1kg x 1,Katyayani Meta-manco 1kg x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-5152,K-5151,BK-487,BK-487,1 kg x 3,1 kg x 3,Trichoderma Harzianum Bio Fungicide Powder  1 kg x 3,Katyayani Trichoderma Harzianum Bio Fungicide Powder  1 kg x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-5153,K-5151,BK-487,BK-487,1 kg x 5,1 kg x 5,Trichoderma Harzianum Bio Fungicide Powder  1 kg x 5,Katyayani Trichoderma Harzianum Bio Fungicide Powder  1 kg x 5,5.5,5.5,5,5,5,5
Seeds,Seeds,Seeds,Seeds,G-699,G-699,BK-171,BK-171,1 gm x 1,1 gm x 1,Dianthus Mix Seeds (1 gm) 1 gm x 1,Katyayani Dianthus Mix Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-450,K-5251,BK-467,BK-467,250gm x 2,250gm x 2,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 250gm x 2,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 250gm x 2,0.55,0.55,0.5,0.5,2,2
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5562,K-5560,BK-623,BK-623,1kg x 5,1kg x 5,NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 1kg x 5,Katyayani NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 1kg x 5,5.5,5.5,5,5,5,5
