"displayName","sku","parentSku","itemQty","grossWeight","is_parent"
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 50ml x 5","K-6620","K-5687",5,0.275,false
"Katyayani DR BLIGHT (Metalaxyl-M 3.3% + Chlorothalonil 33.1% SC) 250ml x 12","K-5572","K-5568",12,3.3,false
"Katyayani SULVET - sulphur 80% wdg 5 Kg x 10","K-6171","K-6170",10,55,false
"Katyayani KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 6gm x 150","K-5469","K-5551",150,0.99,false
"Katyayani kzeb (Mancozeb 75% WP) 800gm x 2","K-562","K-561",2,1.76,false
"Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 20","K-6521","K-6517",20,2.2,false
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 5","K-6688","K-5998",5,5.5,false
"Katyayani Imaza (Imazethapyr 10% SL) 1 ltr x 3","K-605","K-604",3,3.3,false
"Katyayani NATURAL GRANULATED SILICA GARDNERS 950gm x 2","K-5423","K-5422",2,2.09,false
"Katyayani DR BLIGHT (Metalaxyl-M 3.3% + Chlorothalonil 33.1% SC) 250ml x 7","K-5571","K-5568",7,1.925,false
"Katyayani Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 20","K-6553","K-6549",20,22,false
"Katyayani KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 6gm x 20","K-5466","K-5551",20,0.132,false
"Katyayani NPK 13 00 45 1 kg x 20","K-6295","K-5831",20,22,false
"Katyayani Fast - Paclobutrazol 23% SC 1Ltr x 3","K-1159","K-36",3,3.3,false
"Katyayani ammonium molybnate 52% 100gm x 5","K-5725","K-5723",5,0.55,false
"Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 100ml x 2","K-6689","K-5821",2,0.22,false
"Katyayani Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 3","K-6550","K-6549",3,3.3,false
"Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 9","K-1390","K-1387",9,0.99,false
"Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 3","K-1381","K-1380",3,0.825,false
"Katyayani Chlorothalonil 75% wp 250gm x 2","K-1339","K-1338",2,0.55,false
"Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 18","K-1391","K-1387",18,1.98,false
"Katyayani Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 10","K-6547","K-6544",10,6.6,false
"Katyayani TriSodium Phosphate 397 gm x 2","K-849","K-848",2,0.794,false
"Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 7","K-642","K-638",7,1.75,false
"Katyayani Garuda 100ml x 3","K-600","K-599",3,0.3,false
"Katyayani paddy Guard 250ml x 20","K-636","K-630",20,5.5,false
"Katyayani MSM - Metsulfuron methyl 20 % wp  8 gm x 3","K-660","K-5868",3,0.024,false
"Katyayani Clearance Paraquat Dichloride 24% SL  1 ltr X 10","K-1297","K-1294",10,11,false
"Katyayani Vikram Clodinofop 160gm x 25","K-658","K-653",25,4.4,false
"Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 80","K-665","K-5868",80,0.64,false
"Katyayani paddy Guard 250ml x 4","K-633","K-630",4,1.1,false
"Katyayani Imaza (Imazethapyr 10% SL) 1 ltr x 10","K-607","K-604",10,11,false
"Katyayani Sodium Citrate dihydrate 397gm x 3","K-5457","K-689",3,1.309,false
"Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 12","K-643","K-638",12,3.3,false
"Katyayani Clearance Paraquat Dichloride 24% SL  1 ltr X 5","K-1296","K-1294",5,5.5,false
"Katyayani Clearance Paraquat Dichloride 24% SL  1 ltr X 3","K-1295","K-1294",3,3.3,false
"Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 115 ml x 5","K-6332","K-5187",5,0.575,false
"Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 40","K-664","K-5868",40,0.32,false
"Katyayani Imaza (Imazethapyr 10% SL) 1 ltr x 50","K-608","K-604",50,55,false
"Katyayani SAMAGRA ( Metribuzin 42% + Clodinafop propargyl 12% WG) 200gm x 5","K-5647","K-5581",5,1.1,false
"Katyayani Metribuzin 70% WP - METZIN 1 Kg x 5","K-627","K-6090",5,5.5,false
"Katyayani paddy Guard 250ml x 2","K-631","K-630",2,0.5,false
"Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 230","K-667","K-5868",230,1.84,false
"Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 160","K-666","K-5868",160,1.28,false
"Katyayani Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 50","K-965","K-999",50,55,false
"Katyayani Calcium Propionate 397 gm x 2","K-726","K-725",2,0.794,true
"Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 5","K-968","K-5823",5,0.04,false
"Katyayani Metribuzin 70% WP - METZIN 250gm x 4","K-626","K-624",4,1.1,false
"Katyayani Cow Dung Cakes 100pc x 10 set","K-681","K-679",10,5.5,false
"Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 10","K-662","K-5868",10,0.08,false
"Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 115 ml x 15","K-6335","K-5187",15,1.8975,false
"Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 3","K-640","K-638",3,0.75,false
"Katyayani Calcium Propionate 397 gm x 10","K-727","K-725",10,4.367,true
"Katyayani PENZA 1 ltr x 100","K-1099","K-619",100,110,false
"Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 40","K-618","K-613",40,11,false
"Katyayani Weed killer Plus 1 Ltr x 2","K-5050","K-5049",2,2.2,false
"Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 700 Ml x 100","K-1307","K-994",100,0.7,false
"Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 5","K-661","K-5868",5,0.04,false
"Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP)  8 gm x 3","K-967","K-5823",3,0.024,false
"Katyayani Sodium Benzoate 397 gm x 10","K-805","K-803",10,4.367,false
"Katyayani Tathaastu - Quizalofop Ethyl 5%EC 250ml x 40","K-674","K-669",40,11,false
"Katyayani Tathaastu - Quizalofop Ethyl 5%EC 250ml x 12","K-672","K-669",12,3.3,false
"Katyayani TriSodium Phosphate 397 gm x 10","K-850","K-848",10,4.367,false
"Katyayani Tathaastu - Quizalofop Ethyl 5%EC 250ml x 4","K-671","K-669",4,1,false
"Katyayani PENZA 1 ltr x 5","K-621","K-619",5,5.5,false
"Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 10","K-1206","K-638",10,2.5,false
"Katyayani Weed killer Plus 1 Ltr x 50","K-5053","K-5049",50,55,false
"Katyayani Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 4","K-6324","K-999",4,4.4,false
"Katyayani Suspension Atrazine 50% WP 1 kg x 5","K-5129","K-5127",5,5.5,false
"Katyayani Sodium Benzoate 397gm x 5","K-5766","K-803",5,1.985,true
"Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 230ml x 44","K-5111","K-5106",44,11,false
"Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 230","K-974","K-5823",230,1.84,false
"Katyayani PENZA 1 ltr x 10","K-622","K-619",10,11,false
"Katyayani FATAFAT (Sulfosulfuron 75% + Metsulfuron Methyl 5% WG) herbicide 16gm x 10","K-5615","K-5613",10,0.16,false
"Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 2","K-639","K-638",2,0.5,false
"Katyayani Tathaastu - Quizalofop Ethyl 5%EC 250ml x 2","K-670","K-669",2,0.5,false
"Katyayani Vikram Clodinofop 160gm x 50","K-659","K-653",50,8.8,false
"Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 12","K-616","K-613",12,3.3,false
"Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 230ml x 3","K-5108","K-5106",3,0.69,false
"Katyayani Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 3","K-6345","K-6344",3,0.0375,false
"Katyayani paddy Guard 250ml x 12","K-635","K-630",12,3.3,false
"Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 80","K-972","K-5823",80,0.64,false
"Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 230ml x 22 ","K-5110","K-5106",22,5.5,false
"Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 700ml x 4","K-995","K-994",4,2.8,false
"Katyayani Suspension Atrazine 50% WP 1 kg x 3","K-5128","K-5127",3,3.3,false
"Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 230ml x 2","K-5107","K-5106",2,0.46,false
"Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 20","K-644","K-638",20,5.5,false
"Katyayani Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 5","K-6346","K-6344",5,0.0625,false
"Katyayani ISO PROPYL ALCOHOL - IPA 950ml x 5","K-956","K-677",5,5.225,false
"Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 160","K-973","K-5823",160,1.28,false
"Katyayani Titanium Dioxide 397 gm x 10","K-847","K-845",10,5.5,false
"Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 115 ml x 12","K-6334","K-5187",12,1.518,false
"Katyayani Vikram Clodinofop 160gm  x 10","K-657","K-653",10,1.6,false
"Katyayani Vikram Clodinofop 160gm x 2","K-654","K-653",2,0.32,false
"Katyayani Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 100","K-966","K-999",100,110,false
"Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 115 ml x 3","K-6331","K-5187",3,0.345,false
"Katyayani Garuda 1 ltr x 10","K-603","K-601",10,11,false
"Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 4","K-615","K-613",4,1,false
"Katyayani SAMAGRA ( Metribuzin 42% + Clodinafop propargyl 12% WG) 200gm x 2","K-5646","K-5581",2,0.4,false
"Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 20","K-617","K-613",20,5.5,false
"Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 4","K-641","K-638",4,1.1,false
"Katyayani Bleaching Powder 397 gm x 10","K-989","K-864",10,4.367,false
"Katyayani Titanium Dioxide 397gm x 3","K-5765","K-845",3,1.192,false
"Katyayani Katal (2,4-D Dimethyl Amine Salt 58% SL) 50 ltr x 1","K-6320","K-6320",1,55,false
"Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 115 ml x 10","K-6333","K-5187",10,1.265,false
"Katyayani Imaza (Imazethapyr 10% SL) 1 ltr x 5","K-606","K-604",5,5.5,false
"Katyayani Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 20","K-6348","K-6344",20,0.25,false
"Katyayani Suspension Atrazine 50% WP 1 kg x 10","K-5130","K-5127",10,11,false
"Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 20","K-663","K-5868",20,0.16,false
"Katyayani paddy Guard 250ml x 7","K-634","K-630",7,1.75,false
"Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 700ml x 7","K-996","K-994",7,4.9,false
"Katyayani Sodium Citrate dihydrate 397 gm x 10","K-691","K-689",10,4.367,true
"Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 700ml x 14","K-997","K-994",14,9.8,false
"Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 230ml x 4","K-5109","K-5106",4,0.92,false
"Katyayani Weed killer Plus 1 Ltr x 4","K-5051","K-5049",4,4.4,false
"Katyayani Weed killer Plus 1 Ltr x 10","K-5052","K-5049",10,11,false
"Katyayani Sodium Benzoate 397 gm x 2","K-804","K-803",2,0.794,false
"Katyayani Garuda 1 ltr x 5","K-602","K-601",5,5.5,false
"Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 2","K-614","K-613",2,0.5,false
"Katyayani Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 10","K-6347","K-6344",10,0.125,false
"Katyayani PENZA 1 ltr x 50","K-623","K-619",50,55,false
"Katyayani paddy Guard 250ml x 3","K-632","K-630",3,0.75,false
"Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 700 Ml x 50","K-1306","K-994",50,0.7,false
"Katyayani Vikram Clodinofop 160gm x 4","K-655","K-653",4,0.64,false
"Katyayani Sodium Benzoate 397GM X 3","K-5435","K-803",3,1.3101,false
"Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 40","K-645","K-638",40,11,false
"Katyayani Sodium Citrate dihydrate 397 gm x 2","K-690","K-689",2,0.794,false
"Katyayani Oxyfen Oxyflurofen 23.5 % EC selective herbicide modern quick action pre & post emergence Herbicide best for controlling broad leafy weeds i 100ml x 2","K-5285","K-612",2,0.2,false
"Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 10","K-969","K-5823",10,0.08,false
"Katyayani Vikram Clodinofop 160gm x 5","K-656","K-653",5,0.8,false
"Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  100ml x 2","K-5332","K-612",2,0.2,false
"Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250 ml X 5","K-1127","K-638",5,1.25,false
"Katyayani PENZA 1 ltr x 3","K-620","K-619",3,3.3,false
"Katyayani Titanium Dioxide 397 gm x 2","K-846","K-845",2,0.794,false
"Katyayani Bleaching Powder 397 gm x 2","K-988","K-864",2,0.794,false
"Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 20","K-970","K-5823",20,0.16,false
"Katyayani Weed killer Plus 1ltr x 20","K-5221","K-5049",20,22,false
"Katyayani Cow Dung Cakes 100pc x 5 set","K-680","K-679",5,2.75,false
"Katyayani Tathaastu - Quizalofop Ethyl 5%EC 250ml x 20","K-673","K-669",20,5.5,false
"Katyayani SAMAGRA ( Metribuzin 42% + Clodinafop propargyl 12% WG) 200gm x 25","K-5648","K-5581",25,5.5,false
"Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 40","K-971","K-5823",40,0.32,false
"Katyayani Metribuzin 70% WP - METZIN 250gm x 3","K-625","K-624",3,0.75,false
"Katyayani paddy Guard 250ml x 40","K-637","K-630",40,11,false
"Katyayani FATAFAT (Sulfosulfuron 75% + Metsulfuron Methyl 5% WG) herbicide 16gm x 5","K-5614","K-5613",5,0.08,false
"Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8gm x 2","K-5883","K-5823",2,0.016,false
"Katyayani Trichoderma viride 1 ltr x 2","K-6896","K-458",2,2.2,false
"Katyayani Sulphur & Iron Bacteria 1 Ltr x 2","K-6901","K-97",2,2.2,false
"Katyayani Bio Npk consortia powder 1 kg x 2","K-6892","K-5405",2,2.2,false
"Katyayani Liquid Consortia - Bio NPK 1 Ltr x 2","K-6895","K-105",2,2.2,false
"Katyayani Defender CS 1 Ltr x 3","K-6914","K-1304",3,3.3,false
"Katyayani Cyfluthrin 10% WP 5kg x 3","K-6953","K-6951",3,16.5,false
"Katyayani Cyfluthrin 10% WP 5kg x 5","K-6954","K-6951",5,27.5,false
"Katyayani Cyphenothrin 5% EC 1 ltr x 5","K-6959","K-6957",5,5.5,false
"Katyayani Cyphenothrin 5% EC 1 ltr x 100","K-6962","K-6957",100,110,false
"Katyayani Humic+FULVIC 1 kg x 25","K-6938","K-1200",25,27.5,false
"Katyayani Calcium Solubilizing bacteria 1Ltr x 2","K-6898","K-5676",2,2.2,false
"Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 2","K-6893","K-5142",2,2.2,false
"Katyayani Defender CS 1 Ltr x 5","K-6915","K-1304",5,5.5,false
"Katyayani Calcium Nitrate 1 kg x 5","K-6891","K-6389",5,5.5,false
"Katyayani Humic+FULVIC 1 kg x 2","K-6902","K-1200",2,2.2,false
"Katyayani Clothianidin 50% WG 6 gm x 200","K-7016","K-6947",200,1.32,false
"Katyayani Cyfluthrin 10% WP 5kg x 100","K-6955","K-6951",100,550,false
"Katyayani Cyphenothrin 5% EC 1 ltr x 3","K-6958","K-6957",3,3.3,false
"Katyayani Cyphenothrin 5% EC 1 ltr x 50","K-6961","K-6957",50,55,false
"Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 2","K-6900","K-93",2,2.2,false
"Katyayani Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 2","K-6894","K-5163",2,2.2,false
"Katyayani Cyfluthrin 10% WP 5kg x 200","K-6956","K-6951",200,1100,false
"Katyayani Cyphenothrin 5% EC 1 ltr x 10","K-6960","K-6957",10,11,false
"Katyayani seaweed extract liquid 25 ltr x 2","K-6503","K-6062",2,55,false
"Katyayani Defender CS 1 Ltr x 10","K-6916","K-1304",10,11,false
"Katyayani Metarhizium Anisopliae 1 Ltr x 2","K-6897","K-252",2,2.2,false
"Katyayani Cyfluthrin 10% WP 5kg x 2","K-6952","K-6951",2,11,false
"Katyayani npk 20 20 20 1 kg x 5","K-6793","K-6372",5,5.5,true
"Katyayani MIKOCHIN (CHLORMEQUAT CHLORIDE 50% SL) 250ml x 3","K-6942","K-5004",3,0.825,false
"Katyayani Nutritious - Triacontanol 0.1% EW 100 ml X 2","K-6788","K-5754",2,0.22,false
"Katyayani Nutritious - Triacontanol 0.1% EW 100 ml X 5","K-6789","K-5754",5,0.55,false
"Katyayani Boost (Propiconazole 25 % EC) 100ml x 3","K-6807","K-6805",3,0.33,false
"Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 2","K-6796","K-6219",2,2.2,false
"Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 8","K-6798","K-6219",8,8.8,false
"Katyayani PROPI - Propineb 70% WP 800gm x 50","K-1224","K-527",50,55,false
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 7","K-7038","K-5824",7,1.925,false
"Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 250gm x 3","K-6977","K-6975",3,0.825,false
"Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 1 kg x 5","K-6980","K-6978",5,5.5,false
"Katyayani Nutritious - Triacontanol 0.1% EW 250 ml x 5","K-6830","K-6723",5,1.375,false
"Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 1 kg x 2","K-6979","K-6978",2,2.2,false
"Katyayani Vitamin C 63 gm (2.2 oz) x 2","G-760","G-398",2,0.063,false
"Katyayani Nutritious - Triacontanol 0.1% EW 250 ml x 3","K-6829","K-6723",3,0.825,false
"Katyayani Boost (Propiconazole 25 % EC) 100ml x 2","K-6806","K-6805",2,0.22,false
"Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 5","K-6797","K-6219",5,5.5,false
"Katyayani kzeb (Mancozeb 75% WP) 800gm x 50","K-1212","K-561",50,55,false
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 3","K-7037","K-5824",3,0.825,false
"Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 100 gm x 3","K-6973","K-6972",3,0.33,false
"Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 100gm x 1","K-6974","K-6972",1,0.55,false
"Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 250gm x 2","K-6976","K-6975",2,0.55,false
"Katyayani GMS Powder 100 gm (3.52 oz) x 2","G-704","G-351",2,0.2,false
"Katyayani Calcium Hypochlorite 453 gm (16oz) x 2","G-705","G-439",2,0.906,false
"Katyayani Manganese Dioxide 454 gm (1lb) x 2","G-706","G-432",2,0.908,false
"Katyayani imida 30.5 - Imidacloprid 30.5 % SC 100ml x 8","K-1070","K-181",8,0.88,false
"Katyayani MALATHION 50% EC 250 ml x 2","K-7023","K-6935",2,0.55,false
"Katyayani Boost (Propiconazole 25 % EC) 100ml x 5","K-6808","K-6805",5,0.55,false
"Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 10","K-6799","K-6219",10,11,false
"Katyayani MALATHION 50% EC 500 ml x 2","K-7026","K-6370",2,1.1,false
"Katyayani MALATHION 50% EC 500 ml x 4","K-7027","K-6370",4,2.2,false
"Katyayani Master 505 1 Ltr x 2","K-876","K-6904",2,2.2,false
"Katyayani Aakramak (Novaluron 5.25% + Emamectin benzonate 9 % W/W SC) 250ml x 5","K-6778","K-5847",5,1.375,false
"Katyayani Cartap Hydrochloride 50% SP 250 gm x 2","K-6815","K-6743",2,0.55,false
"Katyayani Cartap Hydrochloride 50% SP 250 gm x 12","K-6819","K-6743",12,3.3,false
"Katyayani AAKRAMAK PLUS (Novaluron 5.25% + Indoxacarb 4.5%) 250ml x 2","K-6782","K-6037",2,0.55,false
"Katyayani MALATHION 50% EC 250 ml x 3","K-7024","K-6935",3,0.825,false
"Katyayani Master 505 1 Ltr x 10","K-878","K-6904",10,11,false
"Katyayani Master 505 1 Ltr x 50","K-880","K-6904",50,55,false
"Katyayani K-MITE Hexythiazox 5.45% EC 250ml x 3","K-6850","K-6144",3,0.825,false
"Katyayani K-MITE Hexythiazox 5.45% EC 250ml x 5","K-6851","K-6144",5,1.375,false
"Katyayani K-MITE Hexythiazox 5.45% EC 1Ltr x 3","K-6852","K-5834",3,3.3,false
"Katyayani Cartap Hydrochloride 50% SP 250 gm x 5","K-6817","K-6743",5,1.375,false
"Katyayani Cartap Hydrochloride 50% SP 250 gm x 10","K-6818","K-6743",10,2.75,false
"Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 2","K-6801","K-6800",2,0.33,false
"Katyayani MALATHION 50% EC 250 ml x 4","K-7025","K-6935",4,1.1,false
"Katyayani Master 505 1 Ltr x 20","K-879","K-6904",20,22,false
"Katyayani Cypermethrin 25% EC 1 ltr x 50","K-958","K-5209",50,55,false
"Katyayani Aakramak (Novaluron 5.25% + Emamectin benzonate 9 % W/W SC) 250ml x 10","K-6779","K-5847",10,2.75,false
"Katyayani MITE FREE (fenpyroximate 5% SC) 250ml x 5","K-6857","K-5828",5,1.375,false
"Katyayani Cartap Hydrochloride 50% SP 250 gm x 3","K-6816","K-6743",3,0.825,false
"Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 5","K-6802","K-6800",5,0.825,false
"Katyayani AAKRAMAK PLUS (Novaluron 5.25% + Indoxacarb 4.5%) 250ml x 10","K-6784","K-6037",10,2.75,false
"Katyayani OZIL (Spiromesifen 22.9% SC) 250 ml x 5","K-6828","K-6473",5,1.375,false
"Katyayani Pigeon repellent 100ml x 3","K-5731","K-432",3,0.33,false
"Katyayani Master 505 1 Ltr x 4","K-877","K-6904",4,4.4,false
"Katyayani Aakramak (Novaluron 5.25% + Emamectin benzonate 9 % W/W SC) 250ml x 2","K-6777","K-5847",2,0.55,false
"Katyayani K-MITE Hexythiazox 5.45% EC 250ml x 2","K-6849","K-6144",2,0.55,false
"Katyayani K-MITE Hexythiazox 5.45% EC 1Ltr x 5","K-6853","K-5834",5,5.5,false
"Katyayani MITE FREE (fenpyroximate 5% SC) 250ml x 2","K-6855","K-5828",2,0.55,false
"Katyayani MITE FREE (fenpyroximate 5% SC) 250ml x 3","K-6856","K-5828",3,0.825,false
"Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 8","K-6803","K-6800",8,1.32,false
"Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 12","K-6804","K-6800",12,1.98,false
"Katyayani AAKRAMAK PLUS (Novaluron 5.25% + Indoxacarb 4.5%) 250ml x 5","K-6783","K-6037",5,1.375,false
"Katyayani OZIL (Spiromesifen 22.9% SC) 250 ml x 3","K-6827","K-6473",3,0.825,false
"Katyayani Cyper Dust | Cypermethrin 0.25% Insecticide Powder 1 kg x 1","K-6845","K-6136",1,1.1,false
"Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 2","K-6821","K-6820",2,0.22,false
"Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 250 ml x 4","K-6965","K-6963",4,1.1,false
"Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 500 ml x 3","K-6968","K-6966",3,1.65,false
"Katyayani marigold french _flowering seeds 60mg x 5","G-612","G-545",5,0.00033,false
"Katyayani sunflower sungold _flowering seeds 833mg x 2","G-613","G-547",2,0.0018326,false
"Katyayani salvia blue _flowering seeds 6.7gm x 2","G-614","G-549",2,0.0134,false
"Katyayani ageratum _flowering seeds 1gm x 4","G-616","G-551",4,0.004,false
"Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 1 ltr x 5","K-6970","K-6945",5,5.5,false
"Katyayani Clothianidin 50% WG 6 gm x 10","K-6950","K-6947",10,0.066,false
"Katyayani chrysanthemum mix _Flowering seeds 360mg x 2","G-609","G-542",2,0.000792,false
"Katyayani dahlia beauty mix_flowering seeds 811mg x 6","G-610","G-543",6,0.0053526,false
"Katyayani petunia double mix _Flowering seeds 47mg x 2","G-611","G-544",2,0.0001034,false
"Katyayani alyssum _flowering seeds 333mg x 5","G-617","G-552",5,0.0018315,false
"Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 3","K-6822","K-6820",3,0.33,false
"Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 5","K-6823","K-6820",5,0.55,false
"Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 10","K-6824","K-6820",10,1.1,false
"Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 1 ltr x 2","K-6969","K-6945",2,2.2,false
"Katyayani Clothianidin 50% WG 6 gm x 5","K-6949","K-6947",5,0.033,false
"Katyayani Clothianidin 50% WG 6 gm x 100","K-7015","K-6947",100,0.66,false
"Katyayani portulaca mix _Flowering seeds 136mg x 2","G-608","G-541",2,0.0002992,false
"Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 12","K-6825","K-6820",12,1.32,false
"Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 250 ml x 2","K-6964","K-6963",2,0.55,false
"Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 500 ml x 2","K-6967","K-6966",2,1.1,false
"Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 1 ltr x 10","K-6971","K-6945",10,11,false
"Katyayani Clothianidin 50% WG 6 gm x 3","K-6948","K-6947",3,0.0198,false
"Katyayani zinnia double mix _flowering seeds 12gm x 3","G-615","G-550",3,0.036,false
"Katyayani nasturtium mix _flowering seeds 40gm x 3","G-620","G-558",3,0.12,false
"Katyayani candytuft _flowering seeds 19mg x 3","G-624","G-562",3,0.0000627,false
