K-5167,Verticillium Lecanii Bio Insecticide Powder 1 kg x 1,Katyayani Verticillium Lecanii Bio Insecticide Powder 1 kg x 1 ,"displayName,variant_name",,
K-5168,Verticillium Lecanii Bio Insecticide Powder 1 kg x 3,Katyayani Verticillium Lecanii Bio Insecticide Powder 1 kg x 3,displayName,,
K-5169,Verticillium Lecanii Bio Insecticide Powder 1 kg x 5,Katyayani Verticillium Lecanii Bio Insecticide Powder 1 kg x 5,displayName,,
K-5170,Verticillium Lecanii Bio Insecticide Powder 1 kg x 10,Katyayani Verticillium Lecanii Bio Insecticide Powder 1 kg x 10,displayName,,
K-7549,Temos - G ( Temephos 1% SG ) 20 kg x 1,Temos - G ( Temephos 1% SG ) 20kg x 1,"displayName,variant_name,grossWeight,sub_category",,
K-7565,,,sku,,
K-7562,Temos - G ( Temephos 1% SG ) 35 kg x 1,Temos - G ( Temephos 1% SG ),35 kg x 1,"displayName,grossWeight,netWeight,itemQty,sub_category",
K-5552,NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1KG x 1,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1KG x 1,displayName,,
K-5553,NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1KG x 3,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1KG x 3,displayName,,
K-5554,NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1kg x 5,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1kg x 5,displayName,,
K-5555,NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1kg x 10,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1kg x 10,displayName,,
K-5990,NEMA PRIME (Pochonia chlamydposporia 1% W.P) 25kg x 1,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% W.P) 25kg x 1,displayName,,
K-6387,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 500 ml x 1,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 500 ml x 1,displayName,,
K-5556,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 1,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 1,displayName,,
K-5557,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 3,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 3,displayName,,
K-5558,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 5,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 5,displayName,,
K-6847,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 5Ltr x 1,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 5Ltr x 1,displayName,,
K-5559,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 10,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 10,displayName,,
K-6748,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 25 Ltr x 1,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 25 Ltr x 1,displayName,,
K-6710,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 250 ml x 1,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 250 ml x 1,displayName,,
K-5560,NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 1KG x 1,Katyayani NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 1KG x 1,displayName,,
K-5561,,,sku,,
K-5562,NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 1kg x 5,Katyayani NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 1kg x 5,displayName,,
K-5563,NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 1kg x 10,Katyayani NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 1kg x 10,displayName,,
K-6749,NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 25 kg x 1,Katyayani NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 25 kg x 1,displayName,,
K-7004,TRIPLE ATTACK WP - VBM 100gm x 1,Katyayani TRIPLE ATTACK WP - VBM 100gm x 1,displayName,,
K-5626,TRIPLE ATTACK WP - VBM 1KG x 1,Katyayani TRIPLE ATTACK WP - VBM 1KG x 1,displayName,,
K-6568,TRIPLE ATTACK WP - VBM 1KG x 2,Katyayani TRIPLE ATTACK WP - VBM 1KG x 2,displayName,,
K-5627,TRIPLE ATTACK WP - VBM 1KG x 3,Katyayani TRIPLE ATTACK WP - VBM 1KG x 3,displayName,,
K-5628,TRIPLE ATTACK WP - VBM 1KG x 5,Katyayani TRIPLE ATTACK WP - VBM 1KG x 5,displayName,,
K-5629,TRIPLE ATTACK WP - VBM 1KG x 10,Katyayani TRIPLE ATTACK WP - VBM 1KG x 10,displayName,,
K-7281,TRIPLE ATTACK WP - VBM 25 KG x 1,TRIPLE ATTACK WP - VBM,,25 KG x 1,displayName
K-7370,BT Bio Insecticide | Bacillus thuringiensis israelensis (Bti) kg 1 kg x 1,BT Bio Insecticide | Bacillus thuringiensis israelensis (Bti) 1 kg x 1,"displayName,category,sub_category",,
K-7535,,,sku,,
K-6009,Mosquito Larvicidal Oil 1 ltr x 1,Katyayani Mosquito Larvicidal Oil 1 ltr x 1,displayName,,
K-6719,Temos - G ( Temephos 1% SG ) 50kg x 1,Katyayani Temos - G ( Temephos 1% SG ) 50kg x 1,displayName,,
K-6392,Bhannat Biostimulant 50 ml x 1,Katyayani Bhannat Biostimulant 50 ml x 1,displayName,,
K-141,Bhannat Biostimulant 250ml x 1,Katyayani Bhannaat Biostimulant 250ml x 1,displayName,,
K-6595,Bhannat Biostimulant 500ml x 1,Katyayani Bhannat Biostimulant 500ml x 1,displayName,,
K-142,Bhannat Biostimulant 1 Ltr x 1,Katyayani Bhannaat Biostimulant 1 Ltr x 1,displayName,,
K-143,Bhannat Biostimulant 1 Ltr x 3,Katyayani Bhannat Biostimulant 1 Ltr x 3,displayName,,
K-144,Bhannat Biostimulant 1 Ltr x 5,Katyayani Bhannat Biostimulant 1 Ltr x 5,displayName,,
K-145,Bhannat Biostimulant 1 Ltr  x 10,Katyayani Bhannat Biostimulant 1 Ltr  x 10,displayName,,
K-5012,Bhannat Biostimulant 5 ltr x 1,Katyayani Bhannat Biostimulant 5 ltr x 1,displayName,,
K-5881,Bhannat Biostimulant 250 ml x 3,Katyayani Bhannat Biostimulant 250 ml x 3,displayName,,
K-6407,Bhannat Biostimulant 250ml x 2,Katyayani Bhannat Biostimulant 250ml x 2,displayName,,
K-6408,Bhannat Biostimulant 250ml x 5,Katyayani Bhannat Biostimulant 250ml x 5,displayName,,
K-6409,Bhannat Biostimulant 250ml x 10,Katyayani Bhannat Biostimulant 250ml x 10,displayName,,
K-6410,Bhannat Biostimulant 250ml x 20,Katyayani Bhannat Biostimulant 250ml x 20,displayName,,
K-433,Boost (Propiconazole 25 % EC) 250ml x 1,Katyayani Boost (Propiconazole 25 % EC) 250ml x 1,displayName,,
K-6805,Boost (Propiconazole 25 % EC) 100ml x 1,Katyayani Boost (Propiconazole 25 % EC) 100ml x 1,displayName,,
K-6806,Boost (Propiconazole 25 % EC) 100ml x 2,Katyayani Boost (Propiconazole 25 % EC) 100ml x 2,displayName,,
K-6807,Boost (Propiconazole 25 % EC) 100ml x 3,Katyayani Boost (Propiconazole 25 % EC) 100ml x 3,displayName,,
K-6808,Boost (Propiconazole 25 % EC) 100ml x 5,Katyayani Boost (Propiconazole 25 % EC) 100ml x 5,displayName,,
K-434,Boost (Propiconazole 25 % EC) 250ml x 3,Katyayani Boost (Propiconazole 25 % EC) 250ml x 3,displayName,,
K-435,Boost (Propiconazole 25 % EC) 250ml x 4,Katyayani Boost (Propiconazole 25 % EC) 250ml x 4,displayName,,
K-436,Boost (Propiconazole 25 % EC) 250ml x 6,Katyayani Boost (Propiconazole 25 % EC) 250ml x 6,displayName,,
K-437,Boost (Propiconazole 25 % EC) 250ml x 12,Katyayani Boost (Propiconazole 25 % EC) 250ml x 12,displayName,,
K-438,Boost (Propiconazole 25 % EC) 250ml x 20,Katyayani Boost (Propiconazole 25 % EC) 250ml x 20,displayName,,
K-439,Boost (Propiconazole 25 % EC) 250ml x 40,Katyayani Boost (Propiconazole 25 % EC) 250ml x 40,displayName,,
K-1246,Boost (Propiconazole 25 % EC) 100ml x 1,Katyayani Boost (Propiconazole 25 % EC) 100ml x 1,displayName,,
K-7035,Boost (Propiconazole 25 % EC) 1 Litre x 1,Katyayani Boost (Propiconazole 25 % EC) 1 Litre x 1,displayName,,
K-6918,Boost (Propiconazole 25 % EC) 5 Ltr x 1,Katyayani Boost (Propiconazole 25 % EC) 5 Ltr x 1,displayName,,
K-6368,HEXA 5 PLUS (HEXACONAZOLE 5% SC) 100 ml x 1,Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 100 ml x 1,displayName,,
K-6367,HEXA 5 PLUS (HEXACONAZOLE 5% SC) 250 ml x 1,Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 250 ml x 1,displayName,,
K-482,HEXA 5 PLUS (HEXACONAZOLE 5% SC) 500ml x 1,Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 500ml x 1,displayName,,
K-483,HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 1,Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 1,displayName,,
K-484,HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 5,Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 5,displayName,,
K-485,HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 10,Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 10,displayName,,
K-486,HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1 ltr x 50,Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1 ltr x 50,displayName,,
K-7033,HEXA 5 PLUS (HEXACONAZOLE 5% SC) 200 ltr x 1,Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 200 ltr x 1,displayName,,
K-6356,Hexaconazole 0.5% granuales 5 kg x 1,Katyayani Hexaconazole 0.5% granuales 5 kg x 1,displayName,,
K-5641,SULVET - sulphur 80% wdg 1kg x 5,Katyayani SULVET - sulphur 80% wdg 1kg x 5,displayName,,
K-5891,SULVET - sulphur 80% wdg 1 Kg x 3,Katyayani SULVET - sulphur 80% wdg 1 Kg x 3,displayName,,
K-5642,SULVET - sulphur 80% wdg 1kg x 10,Katyayani SULVET - sulphur 80% wdg 1kg x 10,displayName,,
K-6170,SULVET - sulphur 80% wdg 5 kg x 1,Katyayani SULVET - sulphur 80% wdg 5 kg x 1,displayName,,
K-6171,SULVET - sulphur 80% wdg 5 Kg x 10,Katyayani SULVET - sulphur 80% wdg 5 Kg x 10,displayName,,
K-488,SULVET - sulphur 80% wdg 5 Kg x 20,Katyayani SULVET - sulphur 80% wdg 5 Kg x 20,displayName,,
K-952,SULVET - sulphur 80% wdg 25 kg x 20,Katyayani SULVET - sulphur 80% wdg 25 kg x 20,displayName,,
K-953,SULVET - sulphur 80% wdg 25kg x 40,Katyayani SULVET - sulphur 80% wdg 25kg x 40,displayName,,
K-5327,SULVET - sulphur 80% wdg 1kg x 1,Katyayani SULVET - sulphur 80% wdg 1kg x 1,displayName,,
K-6674,SULVET - sulphur 80% wdg 1kg x 50,Katyayani SULVET - sulphur 80% wdg 1kg x 50,displayName,,
K-5787,SULVET - sulphur 80% wdg 25kg x 1,Katyayani SULVET - sulphur 80% wdg 25kg x 1,displayName,,
K-6930,SULVET - sulphur 80% wdg 50 kg x 1,Katyayani SULVET - sulphur 80% wdg 50 kg x 1,displayName,,
K-7207,SULVET - sulphur 80% wdg 250 gm x 1,SULVET - sulphur 80% wdg  250 gm   (250 gm x 1),displayName,,
K-489,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 1,displayName,,
K-490,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 3,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 3,displayName,,
K-491,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 4,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 4,displayName,,
K-492,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 7,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 7,displayName,,
K-493,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 12,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 12,displayName,,
K-494,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 20,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 20,displayName,,
K-5821,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 100ml x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 100ml x 1,displayName,,
K-6689,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 100ml x 2,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 100ml x 2,displayName,,
K-5822,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 50ml x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 50ml x 1,displayName,,
K-1137,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250 ML x 2,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250 ML x 2,displayName,,
K-7028,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 500 ML x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 500 ML x 1,displayName,,
K-6219,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 ltr x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 ltr x 1,displayName,,
K-6796,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 Ltr  x 2,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 2,displayName,,
K-6797,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 Ltr x 5,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 5,displayName,,
K-6798,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 Ltr x 8,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 8,displayName,,
K-6799,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 Ltr  x 10,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 10,displayName,,
K-6767,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 25 Ltr x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 25 Ltr x 1,displayName,,
K-7006,Azoxy (Azoxystrobin 23 % sc) 15 ml x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 15 ml x 1,displayName,,
K-1186,Azoxy (Azoxystrobin 23 % sc) 100 ML x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 100 ML x 1,displayName,,
K-5073,Azoxy (Azoxystrobin 23 % sc) 500ml x 10,Katyayani Azoxy (Azoxystrobin 23 % sc) 500ml x 10,displayName,,
K-495,Azoxy (Azoxystrobin 23 % sc) 250ml x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 1,displayName,,
K-496,Azoxy (Azoxystrobin 23 % sc) 250ml x 3,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 3,displayName,,
K-497,Azoxy (Azoxystrobin 23 % sc) 250ml x 4,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 4,displayName,,
K-498,Azoxy (Azoxystrobin 23 % sc) 250ml x 7,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 7,displayName,,
K-499,Azoxy (Azoxystrobin 23 % sc) 250ml x 12,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 12,displayName,,
K-500,Azoxy (Azoxystrobin 23 % sc) 250ml x 20,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 20,displayName,,
K-6720,Azoxy (Azoxystrobin 23 % sc) 500 ml x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 500 ml x 1,displayName,,
K-6766,Azoxy (Azoxystrobin 23 % sc) 25 Ltr x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 25 Ltr x 1,displayName,,
K-6921,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 100 ml x 1,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 100 ml x 1,displayName,,
K-501,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 1,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 1,displayName,,
K-10514,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 2,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 2,displayName,,
K-502,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 3,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 3,displayName,,
K-503,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 4,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 4,displayName,,
K-504,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 7,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 7,displayName,,
K-505,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 12,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 12,displayName,,
K-506,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 20,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 20,displayName,,
K-507,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 40,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 40,displayName,,
K-6216,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 1ltr x 1,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 1ltr x 1,displayName,,
K-508,Difenoconazole 25% EC - CONCOR 250ml x 1,Katyayani Concor 250ml x 1,displayName,,
K-509,Difenoconazole 25% EC - CONCOR 250ml x 3,Katyayani Concor 250ml x 3,displayName,,
K-510,Difenoconazole 25% EC - CONCOR 250ml x 4,Katyayani Concor 250ml x 4,displayName,,
K-511,Difenoconazole 25% EC - CONCOR 250ml x 7,Katyayani Concor 250ml x 7,displayName,,
K-512,Difenoconazole 25% EC - CONCOR 250ml x 12,Katyayani Concor 250ml x 12,displayName,,
K-513,Difenoconazole 25% EC - CONCOR 250ml x 20,Katyayani Concor 250ml x 20,displayName,,
K-514,Difenoconazole 25% EC - CONCOR 250ml x 40,Katyayani Concor 250ml x 40,displayName,,
K-1207,Difenoconazole 25% EC - CONCOR 250ml x 2,Katyayani Concor 250ml x 2,displayName,,
K-5085,Difenoconazole 25% EC - CONCOR 250ml x 60,Katyayani Concor 250ml x 60,displayName,,
K-6699,Difenoconazole 25% EC - CONCOR 1ltr x 1,Katyayani Concor 1ltr x 1,displayName,,
K-7349,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 100 ml x 1,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC),100 ml x 1,displayName,
K-1139,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 1,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 1,displayName,,
K-515,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 1,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 1,displayName,,
K-516,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 2,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 2,displayName,,
K-517,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 5,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 5,displayName,,
K-518,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 10,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 10,displayName,,
K-519,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 20,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 20,displayName,,
K-520,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 100,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 100,displayName,,
K-5819,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 5 Ltr x 6,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 5 Ltr x 6,displayName,,
K-1209,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 20,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 20,displayName,,
K-1210,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 40,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 40,displayName,,
K-1136,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250 ML x 2,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250 ML x 2,displayName,,
K-1138,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 4,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 4,displayName,,
K-6707,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 1ltr x 1,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 1ltr x 1,displayName,,
K-6721,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 5 Ltr x 1,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 5 Ltr x 1,displayName,,
K-6575,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 25 ltr x 1,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 25 ltr x 1,displayName,,
K-6386,Meta-manco 25 gm x 1,Katyayani Meta-manco 25 gm x 1,displayName,,
K-6165,Meta-manco 1kg x 1,Katyayani Meta-manco 1kg x 1,displayName,,
K-6023,Meta-manco 800gm x 1,Katyayani Meta-manco 800gm x 1,displayName,,
K-5638,Meta-manco 400gm x 2,Katyayani Meta-manco 400gm x 2,displayName,,
K-5639,Meta-manco 400gm x 5,Katyayani Meta-manco 400gm x 5,displayName,,
K-5640,Meta-manco 400gm x 10,Katyayani Meta-manco 400gm x 10,displayName,,
K-6273,Meta-manco 100 gm x 1,Katyayani Meta-manco 100 gm x 1,displayName,,
K-5171,Meta-manco 250gm X 1,Katyayani Meta-manco 250gm X 1,displayName,,
K-521,Meta-manco 400gm x 1,Katyayani Meta-manco 400gm x 1,displayName,,
K-522,dismiss (Dimethomorph 50% WP) 200 gm x 1,Katyayani dismiss (Dimethomorph 50% WP) 200 gm x 1,displayName,,
K-10516,dismiss (Dimethomorph 50% WP) 200 gm x 3,Katyayani dismiss (Dimethomorph 50% WP) 200 gm x 3,displayName,,
K-523,dismiss (Dimethomorph 50% WP) 200gm x 5,Katyayani dismiss (Dimethomorph 50% WP) 200gm x 5,displayName,,
K-524,dismiss (Dimethomorph 50% WP) 200gm x 50,Katyayani dismiss (Dimethomorph 50% WP) 200gm x 50,displayName,,
K-1247,dismiss (Dimethomorph 50% WP) 100gm x 1,Katyayani dismiss (Dimethomorph 50% WP) 100gm x 1,displayName,,
K-5298,dismiss (Dimethomorph 50% WP) 5 KG x 1,Katyayani dismiss (Dimethomorph 50% WP) 5 KG x 1,displayName,,
K-5849,dismiss (Dimethomorph 50% WP) 500gm x 1,Katyayani dismiss (Dimethomorph 50% WP) 500gm x 1,displayName,,
K-1188,dismiss (Dimethomorph 50% WP) 600 gm x 1,Katyayani dismiss (Dimethomorph 50% WP) 600 gm x 1,displayName,,
K-6773,dismiss (Dimethomorph 50% WP) 800 gm x 1,Katyayani dismiss (Dimethomorph 50% WP) 800 gm x 1,displayName,,
K-6700,dismiss (Dimethomorph 50% WP) 1 Kg x 1,Katyayani dismiss (Dimethomorph 50% WP) 1 Kg x 1,displayName,,
K-6145,dismiss (Dimethomorph 50% WP) 25kg x 1,Katyayani dismiss (Dimethomorph 50% WP) 25kg x 1,displayName,,
K-5029,Defender CS 250ml x 1,Katyayani Defender CS 250ml x 1,displayName,,
K-6907,Defender CS 5 Ltr x 1,Katyayani Defender CS 5 Ltr x 1,displayName,,
K-525,Defender CS 10 Ltr x 1,Katyayani Defender CS 10 Ltr x 1,displayName,,
K-1304,Defender CS 1 ltr x 1,Katyayani Defender CS 1 ltr x 1,displayName,,
K-6914,Defender CS 1 Ltr x 3,Katyayani Defender CS 1 Ltr x 3,displayName,,
K-6915,Defender CS 1 Ltr x 5,Katyayani Defender CS 1 Ltr x 5,displayName,,
K-6916,Defender CS 1 Ltr x 10,Katyayani Defender CS 1 Ltr x 10,displayName,,
K-1250,PROPI - Propineb 70% WP 400gm x 1,Katyayani PROPI - Propineb 70% WP 400gm x 1,displayName,,
K-527,PROPI - Propineb 70% WP 800gm x 1,Katyayani PROPI - Propineb 70% WP 800gm x 1,displayName,,
K-528,PROPI - Propineb 70% WP 800gm x 2,Katyayani PROPI - Propineb 70% WP 800gm x 2,displayName,,
K-529,PROPI - Propineb 70% WP 800gm x 5,Katyayani PROPI - Propineb 70% WP 800gm x 5,displayName,,
K-530,PROPI - Propineb 70% WP 800gm x 10,Katyayani PROPI - Propineb 70% WP 800gm x 10,displayName,,
K-531,PROPI - Propineb 70% WP 800gm x 25,Katyayani PROPI - Propineb 70% WP 800gm x 25,displayName,,
K-532,PROPI - Propineb 70% WP 800gm x 50,Katyayani PROPI - Propineb 70% WP 800gm x 50,displayName,,
K-1224,PROPI - Propineb 70% WP 800gm x 50,Katyayani PROPI - Propineb 70% WP 800gm x 50,displayName,,
K-5089,PROPI - Propineb 70% WP 400gm x 75,Katyayani PROPI - Propineb 70% WP 400gm x 75,displayName,,
K-5037,PROPI - Propineb 70% WP 250 gm x 1,Katyayani PROPI - Propineb 70% WP 250 gm x 1,displayName,,
K-1181,PROPI - Propineb 70% WP 100gm x 1,Katyayani PROPI - Propineb 70% WP 100gm x 1,displayName,,
K-5889,PROPI - Propineb 70% WP 100gm x 3,Katyayani PROPI - Propineb 70% WP 100gm x 3,displayName,,
K-6708,PROPI - Propineb 70% WP 1 Kg x 1,Katyayani PROPI - Propineb 70% WP 1 Kg x 1,displayName,,
